房源标题,网页网址,性别要求,房屋类型,合租/整租,地址,每月租金,出租时长,时间,学校,出租方式,房源,联系方式
香港留学转租｜红磡何文田转租,https://hongkong365.cn/house/6437cdd21a7fa11f8525f453,男女皆可,唐楼,整租, 红磡/黄埔-兴发大厦,5000,0个月,2023-04-13,nan,个人,花生香港,
石硖尾大单间转租月租6000押二付一，补贴一千块搬家费,https://hongkong365.cn/house/6437f6dbb1887c715a527ad9,女性,洋楼,合租, 石硖尾/九龙塘-新辉大厦,6000,可议,2023-04-13,nan,个人,花生香港,
沙田围-多石村 两室一厅 寻找舍友 4000/月 近沙田 大围 恒生大学,https://hongkong365.cn/house/6438012eb1887c715a527af3,女性,村屋,合租, 大围/沙田-多石村,4000,可议,2023-04-13,港中文,个人,花生香港,
港大/西营盘转租,https://hongkong365.cn/house/6438066cc6a0cb36b07b0e92,女性,洋楼,合租, 薄扶林-丽景阁,7500,可议,2023-04-13,nan,个人,花生香港,
油麻地地铁站B2口单人间转租,https://hongkong365.cn/house/6438076f1a7fa11f8525f503,男性,学生公寓,合租, 油麻地/旺角/太子-iRent Apartment,5600,可议,2023-04-13,nan,个人,花生香港,
红磡启岸合租找室友近理工,https://hongkong365.cn/house/64380f2c1a7fa11f8525f51e,女性,酒店式公寓,合租, 红磡/黄埔-启岸巷子,7500,可议,2023-04-13,nan,个人,花生香港,
【中大】【教大】【石门浸大】【威尔斯亲王医院】超低价转租第一城较大单间，可续约！,https://hongkong365.cn/house/64381017c6a0cb36b07b0eab,女性,洋楼,合租, 大围/沙田-沙田第一城,5700,可议,2023-04-13,港中文,个人,花生香港,
港大学生公寓yoofhill转租,https://hongkong365.cn/house/64381058c6a0cb36b07b0eac,女性,学生公寓,合租, 西营盘/坚尼地城/石塘咀-海光大厦,8000,可议,2023-04-13,nan,个人,花生香港,
太子双人间（独卫）上铺床位转租,https://hongkong365.cn/house/6437edda1df83d26560a4673,女性,洋楼,合租, 油麻地/旺角/太子-太华楼,3600,0个月,2023-04-13,nan,个人,花生香港,
红磡湾中心隔壁黄埔唐楼（有电梯！）整套转租,https://hongkong365.cn/house/6432f3adeabc7c6c53755417,男女皆可,唐楼,整租, 红磡/黄埔-黄埔唐楼A座,15500,可议,2023-04-12,nan,个人,花生香港,
粉岭名都,https://hongkong365.cn/house/64148d9f4722535b38075173,女性,洋楼,合租, 粉岭/上水-粉岭名都,3600,可议,2023-04-12,港中文,个人,花生香港,
一室一厅套房出租（适合情侣，近城大浸会理工,https://hongkong365.cn/house/64362833b8d4103e6f2a096a,男女皆可,唐楼,整租, 油麻地/旺角/太子-汝州街,7500,可议,2023-04-12,nan,房东,花生香港,
尖沙咀九龙酒店短租一个月,https://hongkong365.cn/house/64362fdf3a6edc6b2f144386,男女皆可,酒店式公寓,整租, 尖沙咀/佐敦-香港九龙酒店(The Kowloon Hotel),9900,可议,2023-04-12,nan,房东,花生香港,
港大附近建隆樓套房租6300,https://hongkong365.cn/house/64365ba03a6edc6b2f144401,男女皆可,洋楼,合租, 西营盘/坚尼地城/石塘咀-建隆楼,6300,0个月,2023-04-12,nan,中介/其他,花生香港,
西環香港大學站業昌大廈套房$6800,https://hongkong365.cn/house/63a3fc91ca8e82072a5ab1e8,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-业昌大厦,6800,可议,2023-04-12,nan,中介/其他,花生香港,
酒店短租-富荟尚乘上环酒店,https://hongkong365.cn/house/64369edc1df83d26560a430f,男女皆可,酒店式公寓,整租, 上环/中环/金钟-香港富荟尚乘上环酒店,12000,可议,2023-04-12,nan,个人,花生香港,
工作室放租,https://www.gangpiaoquan.com/Rent/info/id/110114.html,男女皆可,其他,短租,新界/大围/沙田,1800.0,短租,2023-04-12,港中文,,港漂圈,微信 ISHEDY
低价转租又一居！步行300米到城大，黄金位置近浸理中,https://hongkong365.cn/house/64367cd21df83d26560a4286,男性,学生公寓,合租, 石硖尾/九龙塘-又一居(B场),4000,可议,2023-04-12,nan,个人,花生香港,
（已租）海韵轩｜小房｜灵活出租｜价格可谈,https://hongkong365.cn/house/643009aa5b672a6b736a1948,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,6300,可议,2023-04-12,nan,个人,花生香港,
红磡土瓜湾转租,https://hongkong365.cn/house/64369b02b1887c715a527789,男女皆可,洋楼,整租, 土瓜湾/何文田-侨发大厦,6000,可议,2023-04-12,nan,个人,花生香港,
旺角小房转租 超低价,https://hongkong365.cn/house/6436b3dfb1887c715a5277ee,女性,洋楼,合租, 油麻地/旺角/太子-永昌大厦,4700,可议,2023-04-12,nan,个人,花生香港,
港中文大单间4200骨折价短租转租,https://hongkong365.cn/house/6435b65db8d4103e6f2a08eb,女性,洋楼,合租, 粉岭/上水-粉岭名都,4200,可议,2023-04-12,港中文,个人,花生香港,
海湾轩大房,https://hongkong365.cn/house/6435769bb8d4103e6f2a088c,男性,酒店式公寓,合租, 红磡/黄埔-海湾轩小巴站,8500,0个月,2023-04-11,nan,个人,花生香港,
【已租出】中大浸大亲历好房好房东帮推金狮花园高层靓房,https://hongkong365.cn/house/6426d2e62c01fa4c7e1c8cba,女性,洋楼,整租, 大围/沙田-大围金狮花园第二期,13800,可议,2023-04-11,港中文,房东,花生香港,
观塘地铁站附近单间出租,https://hongkong365.cn/house/64357629b8d4103e6f2a0889,女性,洋楼,合租, 牛头角/九龙湾/观塘-丽港城,5200,可议,2023-04-11,nan,房东,花生香港,
大围单人间短租6-7月,https://hongkong365.cn/house/6434d9c3111510741835edf7,女性,洋楼,合租, 大围/沙田-大圍翠田街,5500,0个月,2023-04-11,港中文,个人,花生香港,
近港大 单间转租,https://hongkong365.cn/house/64356bd2111510741835efa0,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-华明中心商场,6250,可议,2023-04-11,nan,个人,花生香港,
大围名城出租（可免两月水电）,https://hongkong365.cn/house/643438725b672a6b736a2124,男女皆可,学生公寓,合租, 大围/沙田-名城,7000,可议,2023-04-11,港中文,中介/其他,花生香港,
近城大｜4月入住黄大仙地铁九龙主卧拎包入住,https://hongkong365.cn/house/63d74ed9eed9d378f1016b43,女性,洋楼,合租, 乐富/黄大仙-7-ELEVEn(龙翔道),6500,可议,2023-04-11,nan,个人,花生香港,
海滨南岸转租,https://hongkong365.cn/house/6434b5cb5b672a6b736a2160,男性,洋楼,合租, 红磡/黄埔-海滨南岸东区,4500,可议,2023-04-11,nan,个人,花生香港,
沙田第一城上铺转租-2499港币/月,https://hongkong365.cn/house/641c007be898bf4f570ecc09,女性,洋楼,合租, 大围/沙田-沙田第一城第三十七座,2499,可议,2023-04-11,港中文,个人,花生香港,
深水埗转租,https://hongkong365.cn/house/6434d9a8b8d4103e6f2a06d4,女性,洋楼,合租, 长沙湾/深水埗/荔枝角-长沙湾,4700,可议,2023-04-11,nan,个人,花生香港,
太子地铁口唐二楼套房可长短出租,https://hongkong365.cn/house/6434cd37b8d4103e6f2a0698,男女皆可,唐楼,整租, 油麻地/旺角/太子-旺角,5000,可议,2023-04-11,nan,中介/其他,花生香港,
尖沙咀九龙酒店五月份出租一个月,https://hongkong365.cn/house/6434dcb18e4daf5e5d2199db,男女皆可,酒店式公寓,整租, 尖沙咀/佐敦-香港九龙酒店(The Kowloon Hotel),9900,可议,2023-04-11,nan,房东,花生香港,
大陆温泉酒店,https://hongkong365.cn/house/64350ae38e4daf5e5d219a4e,男女皆可,唐楼,整租, 南区-科技楼,20000,可议,2023-04-11,nan,房东,花生香港,
港中文附近/浸会/城大/理工均可滨海长廊屋苑有保安,https://hongkong365.cn/house/64310ac4eabc7c6c537550d2,女性,洋楼,合租, 马鞍山-天宇海,2800,可议,2023-04-11,nan,个人,花生香港,
(已出租)七折出租 盛庭LIVING 酒店式公寓套房,https://hongkong365.cn/house/64351ef5111510741835ee9c,男女皆可,酒店式公寓,合租, 红磡/黄埔-宝其利街,6000,可议,2023-04-11,nan,个人,花生香港,
马鞍山迎涛湾大房独卫海景房短租5月初出租,https://hongkong365.cn/house/64355cfeb8d4103e6f2a082c,女性,洋楼,合租, 马鞍山-迎涛湾,6500,可议,2023-04-11,nan,个人,花生香港,
超值港大b1口高层海景双层床转租,https://hongkong365.cn/house/643567a0b8d4103e6f2a0851,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-华明中心商场,4500,可议,2023-04-11,nan,个人,花生香港,
【中大、教大】海典湾双床房/可单租,https://hongkong365.cn/house/6433a6268e4daf5e5d2196d3,女性,洋楼,合租, 马鞍山-海典湾,4300,可议,2023-04-10,nan,个人,花生香港,
海澄轩海景大房诚意转租,https://hongkong365.cn/house/6432e4fd5b672a6b736a1df9,女性,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,7999,0个月,2023-04-10,nan,个人,花生香港,
南昌街17号电梯套房5000包冰箱床及台椅,https://hongkong365.cn/house/643375a2eabc7c6c5375548c,男女皆可,洋楼,整租, 长沙湾/深水埗/荔枝角-大角咀,5000,可议,2023-04-10,nan,中介/其他,花生香港,
西营盘B口 超大客厅主卧 双卫生间,https://hongkong365.cn/house/643380dd111510741835eaa0,男女皆可,唐楼,合租, 西营盘/坚尼地城/石塘咀-麦当劳(皇后大道西店),7400,可议,2023-04-10,nan,个人,花生香港,
沙田第一城 15平studio 整房转租,https://hongkong365.cn/house/64338b29111510741835eac9,女性,村屋,整租, 大围/沙田-沙田第一城 插桅杆村,6700,可议,2023-04-10,港中文,个人,花生香港,
大围金狮花园二期卧室,https://hongkong365.cn/house/641d8acb9c4c6a1a2e55506c,女性,洋楼,合租, 大围/沙田-金狮花园 2期,4500,可议,2023-04-10,港中文,个人,花生香港,
大围名城双人间上铺转租,https://hongkong365.cn/house/643428cd111510741835ec9b,女性,洋楼,合租, 石硖尾/九龙塘-名城,2000,可议,2023-04-10,nan,个人,花生香港,
海韵轩顶层大房转租,https://hongkong365.cn/house/6433bead8e4daf5e5d219719,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,8800,0个月,2023-04-10,nan,个人,花生香港,
近科大，日出康城新楼业主直租，朝南，1房1厅,https://hongkong365.cn/house/6433db278e4daf5e5d219780,男女皆可,酒店式公寓,整租, 康城-石角路,13000,可议,2023-04-10,nan,房东,花生香港,
香港逸东酒店5.20至5.30,https://hongkong365.cn/house/643415ef5b672a6b736a209d,男女皆可,酒店式公寓,整租, 尖沙咀/佐敦-香港逸东酒店,800,可议,2023-04-10,nan,个人,花生香港,
紅磡海韻軒小房招租~限女生（酒店式公寓設施超級齊全，房租包泳池和健身房）,https://hongkong365.cn/house/64341af3111510741835ec55,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,8300,可议,2023-04-10,nan,个人,花生香港,
【短租】一居室，大围地铁站步行2分钟,https://hongkong365.cn/house/643425b3111510741835ec8d,男女皆可,唐楼,整租, 大围/沙田-大围[地铁站],5500,可议,2023-04-10,港中文,个人,花生香港,
转租！！！,https://hongkong365.cn/house/643243df111510741835e85f,女性,学生公寓,合租, 红磡/黄埔-红磡,6000,可议,2023-04-09,nan,个人,花生香港,
海韵轩大房转租,https://hongkong365.cn/house/6428e7d52c01fa4c7e1c8f6e,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,8200,可议,2023-04-09,nan,个人,花生香港,
【转租】港大&坚尼地城-近地铁/高性价比洋楼,https://hongkong365.cn/house/64321c605b672a6b736a1be2,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-联安新楼,8500,可议,2023-04-09,nan,个人,花生香港,
太子 单人 2900月租 5月 已租,https://hongkong365.cn/house/643241ac5b672a6b736a1c13,女性,唐楼,合租, 油麻地/旺角/太子-嘉福中心,2900,可议,2023-04-09,nan,个人,花生香港,
港大附近房间转租（5-7 时间可议）,https://hongkong365.cn/house/6432a246111510741835e922,女性,学生公寓,合租, 西营盘/坚尼地城/石塘咀-山道,5200,可议,2023-04-09,nan,个人,花生香港,
红磡 酒店式公寓 六月份短租,https://hongkong365.cn/house/6432472b111510741835e86e,男女皆可,酒店式公寓,合租, 红磡/黄埔-盈采华庭,5500,可议,2023-04-09,nan,个人,花生香港,
港大b1口20米 5月中-6.14,https://hongkong365.cn/house/6432998feabc7c6c537552e9,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-华明中心商场,3800,可议,2023-04-09,nan,个人,花生香港,
樟树滩出租 近中大39区,https://hongkong365.cn/house/643292af5b672a6b736a1ccc,男女皆可,村屋,整租, 大埔/火炭/太和-樟树滩村,5000,0个月,2023-04-09,港中文,房东,花生香港,
理工大學最近的小区黃埔花園出租,https://hongkong365.cn/house/64317510eabc7c6c53755180,男女皆可,洋楼,合租, 红磡/黄埔-香港九龙红磡黃埔花園,7900,可议,2023-04-08,nan,房东,花生香港,
5～8月海滨南岸大房转租,https://hongkong365.cn/house/643165d5f65d3a2bcf1c9634,女性,洋楼,合租, 红磡/黄埔-Harbour Place Block 1,7000,可议,2023-04-08,nan,个人,花生香港,
大圍名城,https://hongkong365.cn/house/64313cc4f65d3a2bcf1c95e8,男女皆可,洋楼,整租, 大围/沙田-名城,20000,可议,2023-04-08,港中文,中介/其他,花生香港,
港理工附近转租 近黄埔/何文田/红磡 单人间独卫独浴 包水网费,https://hongkong365.cn/house/643100885b672a6b736a1ab7,男女皆可,学生公寓,合租, 红磡/黄埔-差馆里,5600,0个月,2023-04-08,nan,个人,花生香港,
香港大围名城转租,https://hongkong365.cn/house/6430e86ceabc7c6c537550aa,女性,酒店式公寓,合租, 大围/沙田-名城,4500,可议,2023-04-08,港中文,个人,花生香港,
香港旺角转租,https://hongkong365.cn/house/6430dc08eabc7c6c5375508f,女性,学生公寓,合租, 土瓜湾/何文田-成德大厦,5000,可议,2023-04-08,nan,个人,花生香港,
香港新界沙田希尔顿中心 单人间4月30日起租（仅限男生）,https://hongkong365.cn/house/64183f6dfcc7057869149376,男性,洋楼,合租, 大围/沙田-希尔顿中心,4600,可议,2023-04-08,港中文,个人,花生香港,
超划算单人间 近何文田/红磡站 全部租客学生 有专门宿舍管理 每周清洁 包WiFi 包水费,https://hongkong365.cn/house/642fddbeeabc7c6c53754ede,男女皆可,学生公寓,合租, 土瓜湾/何文田-龙勤居,5600,0个月,2023-04-07,nan,个人,花生香港,
尖沙咀九龙酒店五月份出租,https://hongkong365.cn/house/642fbbd05b672a6b736a18d7,男女皆可,酒店式公寓,整租, 尖沙咀/佐敦-香港九龙酒店(The Kowloon Hotel),9900,可议,2023-04-07,nan,房东,花生香港,
红磡黄埔地铁站两室一厅,https://hongkong365.cn/house/643018d4eabc7c6c53754f8c,女性,洋楼,合租, 红磡/黄埔-安华楼,6500,可议,2023-04-07,nan,个人,花生香港,
低价转租尖沙咀港理工附近房源,https://hongkong365.cn/house/642ffc17f65d3a2bcf1c93ef,女性,学生公寓,合租, 尖沙咀/佐敦-佐敦,3200,可议,2023-04-07,nan,个人,花生香港,
太子学生公寓转租，独立卫浴包水电网,https://hongkong365.cn/house/642a46a6bbd76413ea4db220,男女皆可,学生公寓,整租, 油麻地/旺角/太子-C2 hotel,9050,可议,2023-04-07,nan,个人,花生香港,
将军澳康城晋海招租,https://hongkong365.cn/house/641e608edfaa6956b7416230,男女皆可,酒店式公寓,合租, 将军澳/坑口/宝琳-WINGS AT SEA,6000,可议,2023-04-06,nan,个人,花生香港,
第一城大单间转租,https://hongkong365.cn/house/6426d8d0438c5c739c66c67f,女性,洋楼,合租, 大围/沙田-沙田第一城,6000,可议,2023-04-06,港中文,个人,花生香港,
九龙佐敦油麻地油尖旺近港铁站近红磡转租,https://hongkong365.cn/house/642d9f1eae7df03e5f04d3b6,女性,洋楼,合租, 尖沙咀/佐敦-文昌楼,2900,可议,2023-04-06,nan,个人,花生香港,
大围金狮花园二期客厅短期转租,https://hongkong365.cn/house/642e1a61ae7df03e5f04d3f3,女性,洋楼,合租, 大围/沙田-金狮花园 2期,2000,可议,2023-04-06,港中文,个人,花生香港,
毕业 转租盈采华庭大房,https://hongkong365.cn/house/642e32eb5b672a6b736a1636,男女皆可,酒店式公寓,合租, 红磡/黄埔-盈采华庭,8459,可议,2023-04-06,nan,个人,花生香港,
尖沙咀九龙酒店短租五月一个月,https://hongkong365.cn/house/642e34ea5b672a6b736a1638,男女皆可,酒店式公寓,整租, 尖沙咀/佐敦-香港九龙酒店(The Kowloon Hotel),9900,可议,2023-04-06,nan,房东,花生香港,
海澄轩厅长4-6月,https://hongkong365.cn/house/642e69f05b672a6b736a16e0,女性,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,3000,可议,2023-04-06,nan,个人,花生香港,
盈采华庭转租，5.1-6.15,https://hongkong365.cn/house/642e6fd2f65d3a2bcf1c9199,男性,酒店式公寓,合租, 土瓜湾/何文田-盈采华庭,6900,可议,2023-04-06,nan,个人,花生香港,
海湾轩小房,https://hongkong365.cn/house/642ed832eabc7c6c53754dea,女性,酒店式公寓,合租, 红磡/黄埔-香港九龙海湾酒店,7050,可议,2023-04-06,nan,个人,花生香港,
【出租香港房源】盈采华庭,https://hongkong365.cn/house/642e76d6eabc7c6c53754d3d,男女皆可,酒店式公寓,合租, 红磡/黄埔-盈采华庭,7724,可议,2023-04-06,nan,个人,花生香港,
10min免费巴士到中大的海景房,https://hongkong365.cn/house/642e7d90eabc7c6c53754d56,男女皆可,洋楼,合租, 马鞍山-翠拥华庭,7000,可议,2023-04-06,nan,房东,花生香港,
香港理工大学附近短租,https://hongkong365.cn/house/642e7fdeeabc7c6c53754d62,男性,唐楼,合租, 尖沙咀/佐敦-永业大厦,3500,可议,2023-04-06,nan,个人,花生香港,
香港理工大学附近出租,https://hongkong365.cn/house/642e82a15b672a6b736a1731,男女皆可,洋楼,合租, 红磡/黄埔-裕新大厦,8000,可议,2023-04-06,nan,个人,花生香港,
找房请敲我,https://hongkong365.cn/house/642e9fdef65d3a2bcf1c9230,男女皆可,洋楼,整租, 大围/沙田-名城,5000,可议,2023-04-06,港中文,中介/其他,花生香港,
港大b1口单间 五月中-6.14,https://hongkong365.cn/house/642e78deeabc7c6c53754d45,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-华明中心商场,3800,可议,2023-04-06,nan,个人,花生香港,
沙田好运中心竹林阁客厅低价转租,https://hongkong365.cn/house/642ed834f65d3a2bcf1c929e,女性,洋楼,合租, 大围/沙田-竹林阁,3500,可议,2023-04-06,港中文,个人,花生香港,
折价短租港大B2口单间,https://hongkong365.cn/house/642d158ec171021e78664836,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-均益大厦1期,5900,可议,2023-04-05,nan,个人,花生香港,
港大b1口男生单间转租,https://hongkong365.cn/house/642c4b5cc171021e786646ea,男性,洋楼,合租, 西营盘/坚尼地城/石塘咀-德富大楼,5800,可议,2023-04-05,nan,个人,花生香港,
海韵轩厅转租（5.8-6.10）,https://hongkong365.cn/house/642ce7fef65d3a2bcf1c8eb9,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,4000,可议,2023-04-05,nan,个人,花生香港,
海韵轩高层海景房转租（5.12-6.10）,https://hongkong365.cn/house/642ce9a3ae7df03e5f04d1dd,男女皆可,酒店式公寓,整租, 红磡/黄埔-海韵轩,19600,可议,2023-04-05,nan,个人,花生香港,
尖沙咀九龙酒店转租,https://hongkong365.cn/house/642cea1cae7df03e5f04d1de,男女皆可,酒店式公寓,整租, 尖沙咀/佐敦-尖沙咀,9900,可议,2023-04-05,nan,房东,花生香港,
房子出租｜近紅磡何文田黃埔,https://hongkong365.cn/house/642cf02ec171021e786647d9,女性,学生公寓,合租, 红磡/黄埔-Synbox,6000,可议,2023-04-05,nan,个人,花生香港,
旺角，油麻地，何文田出租,https://hongkong365.cn/house/642d1022c171021e78664823,男女皆可,洋楼,合租, 油麻地/旺角/太子-龙翔大厦,11000,0个月,2023-04-05,nan,房东,花生香港,
红磡黄埔唐楼三房单人间转租,https://hongkong365.cn/house/642d3f8aae7df03e5f04d2b3,男女皆可,唐楼,合租, 红磡/黄埔-黄埔唐楼A座,4600,可议,2023-04-05,nan,个人,花生香港,
盈采华庭,https://hongkong365.cn/house/642d3504f65d3a2bcf1c8f86,男性,酒店式公寓,合租, 土瓜湾/何文田-盈采华庭,7600,可议,2023-04-05,nan,个人,花生香港,
名城2期1座转租,https://hongkong365.cn/house/642d364bae7df03e5f04d2a4,男性,学生公寓,合租, 大围/沙田-名城,4000,可议,2023-04-05,港中文,个人,花生香港,
九龙城酒店式公寓Studio转租两个半月！近香港都会大学/香港城市大学/香港浸会大学,https://hongkong365.cn/house/642d4a4dae7df03e5f04d2c6,男女皆可,酒店式公寓,整租, 九龙城/启德-MW Easton,10000,可议,2023-04-05,nan,个人,花生香港,
港青酒店YMCA转租5.11-6.11,https://hongkong365.cn/house/642d5072ae7df03e5f04d2d2,男女皆可,酒店式公寓,整租, 尖沙咀/佐敦-香港基督教青年会宾馆(YMCA),12000,可议,2023-04-05,nan,个人,花生香港,
近港大超低价单间出租,https://hongkong365.cn/house/642d66a7ae7df03e5f04d30b,男性,唐楼,合租, 薄扶林-如意大楼,3500,可议,2023-04-05,nan,房东,花生香港,
大围名城 女生 月租 大房单人间 带独卫,https://hongkong365.cn/house/642d7299ae7df03e5f04d320,女性,洋楼,合租, 大围/沙田-名城,6000,可议,2023-04-05,港中文,个人,花生香港,
大围名城 女 单间 转租,https://hongkong365.cn/house/642d786cf65d3a2bcf1c9025,女性,洋楼,合租, 大围/沙田-名城,6500,可议,2023-04-05,港中文,个人,花生香港,
馬鞍山海澄軒轉租,https://hongkong365.cn/house/642bce79c171021e7866457d,男女皆可,酒店式公寓,整租, 马鞍山-海澄轩-海景酒店,19800,可议,2023-04-04,nan,中介/其他,花生香港,
大围名城双人间转租，限女生，3500/月，5-8月，家具厨具齐全,https://hongkong365.cn/house/642b9046c171021e786644ee,女性,洋楼,合租, 大围/沙田-名城,3500,可议,2023-04-04,港中文,个人,花生香港,
港大学生公寓转租,https://hongkong365.cn/house/642bc6fcbbd76413ea4db4ec,女性,学生公寓,合租, 西营盘/坚尼地城/石塘咀-香港大学-B1出入口,6400,可议,2023-04-04,nan,个人,花生香港,
九龙海逸君绰酒店转租,https://hongkong365.cn/house/642bc47bbbd76413ea4db4e5,男女皆可,酒店式公寓,合租, 红磡/黄埔-香港九龙海逸君绰酒店,13500,可议,2023-04-04,nan,个人,花生香港,
海澄轩顶层风景房诚觅大房合租女生舍友,https://hongkong365.cn/house/642beb06c171021e786645c4,女性,酒店式公寓,合租, 马鞍山-海澄轩-海景酒店,8000,可议,2023-04-04,nan,个人,花生香港,
西营盘超新单间转租近港大,https://hongkong365.cn/house/642c1c3eae7df03e5f04d093,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-湀昌大厦,5750,可议,2023-04-04,nan,个人,花生香港,
4.6-4.15海韵轩小房转租,https://hongkong365.cn/house/642c4023ae7df03e5f04d107,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,1800,可议,2023-04-04,nan,个人,花生香港,
香港转租学生公寓：佐敦共居,https://hongkong365.cn/house/642a6206bbd76413ea4db25f,男女皆可,学生公寓,合租, 尖沙咀/佐敦-佐敦,7500,可议,2023-04-03,nan,个人,花生香港,
湾仔一室一厅,https://hongkong365.cn/house/642a3b79ae7df03e5f04ccfe,女性,酒店式公寓,整租, 湾仔/铜锣湾-湾仔城,16500,0个月,2023-04-03,nan,房东,花生香港,
紅磡－房－廳,https://hongkong365.cn/house/642a546ebbd76413ea4db241,男女皆可,洋楼,合租, 红磡/黄埔-保其利大厦,6800,可议,2023-04-03,nan,中介/其他,花生香港,
港岛租房🇭🇰港岛生活 香港大学,https://hongkong365.cn/house/642a409fae7df03e5f04cd0c,男女皆可,洋楼,合租, 湾仔/铜锣湾-湾仔[地铁站],6200,可议,2023-04-03,nan,中介/其他,花生香港,
近理大 都会 ｜可月付,https://hongkong365.cn/house/642a643bae7df03e5f04cd6d,女性,洋楼,合租, 红磡/黄埔-远贵楼,4000,可议,2023-04-03,nan,个人,花生香港,
价优！租期灵活 港大步行5min，面积大,https://hongkong365.cn/house/642308c56adf23451636170c,男女皆可,唐楼,合租, 薄扶林-圣公会圣士提反堂,5500,0个月,2023-04-03,nan,个人,花生香港,
太子学生公寓转租（5.19-6.18）,https://hongkong365.cn/house/642ae306c171021e78664451,男性,学生公寓,合租, 油麻地/旺角/太子-港宾大厦,4000,可议,2023-04-03,nan,个人,花生香港,
港大附近洋楼主卧，拎包入住,https://hongkong365.cn/house/642806eebbd76413ea4dae56,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-卑路乍街13号珍珠阁B座，高层,7000,可议,2023-04-02,nan,个人,花生香港,
西营盘两房两卫整租,https://hongkong365.cn/house/64287bc92c01fa4c7e1c8f1e,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-渣打银行大厦,19800,可议,2023-04-02,nan,个人,花生香港,
西营盘大房转租！离港大步行五分钟,https://hongkong365.cn/house/6428f60b2c01fa4c7e1c8f9b,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-金风大厦,6500,可议,2023-04-02,nan,个人,花生香港,
大圍雲疊花園轉租,https://hongkong365.cn/house/6428fb4a2c01fa4c7e1c8fa5,男女皆可,洋楼,整租, 大围/沙田-云叠花园,16000,0个月,2023-04-02,港中文,个人,花生香港,
旺角花園街1房$5500,https://hongkong365.cn/house/6428fb912c01fa4c7e1c8fa6,女性,唐楼,合租, 油麻地/旺角/太子-弥敦道(米兰life店),5500,0个月,2023-04-02,nan,房东,花生香港,
旺角花園街1房5500$,https://hongkong365.cn/house/6428fc8a2c01fa4c7e1c8fa7,女性,唐楼,合租, 油麻地/旺角/太子-弥敦道(米兰life店),5500,0个月,2023-04-02,nan,房东,花生香港,
旺角花園街整套出租5房一廳,https://hongkong365.cn/house/6428fd79bbd76413ea4dafec,男女皆可,唐楼,整租, 油麻地/旺角/太子-弥敦道(米兰life店),17000,0个月,2023-04-02,nan,房东,花生香港,
8度海逸酒店转租,https://hongkong365.cn/house/642931732c01fa4c7e1c9010,男女皆可,酒店式公寓,合租, 土瓜湾/何文田-8度海逸酒店,14000,可议,2023-04-02,nan,个人,花生香港,
沒有最近，衹有更近科大的房源,https://hongkong365.cn/house/6429015f2c01fa4c7e1c8fb3,男女皆可,洋楼,整租, 将军澳/坑口/宝琳-坑口站南豐廣場,15600,可议,2023-04-02,nan,中介/其他,花生香港,
单人可入住双人间！！！,https://hongkong365.cn/house/6416c01abb92ed73572ff7ad,男性,学生公寓,合租, 九龙城/启德-梁玲楼,4400,0个月,2023-04-02,nan,个人,花生香港,
转租旺角鸿光大厦 双人间,https://hongkong365.cn/house/6406193caea484775824e0e8,男性,洋楼,合租, 油麻地/旺角/太子-鸿光大厦A座,3000,可议,2023-04-02,nan,个人,花生香港,
转租单间3个月～仅限女生,https://hongkong365.cn/house/64297bc8ae7df03e5f04cbc1,女性,洋楼,合租, 红磡/黄埔-海滨南岸东区第二座,6500,可议,2023-04-02,nan,个人,花生香港,
大围名城阳台房,https://hongkong365.cn/house/6429879ebbd76413ea4db119,女性,洋楼,合租, 大围/沙田-名城,3500,可议,2023-04-02,港中文,个人,花生香港,
香港理工7-8月转租❗海滨南岸转租❗无厅长,https://hongkong365.cn/house/6429a160bbd76413ea4db167,女性,洋楼,合租, 红磡/黄埔-海滨南岸会所,6600,可议,2023-04-02,nan,个人,花生香港,
海韵轩小房出租,https://hongkong365.cn/house/6427d5d8bbd76413ea4dae02,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,8190,可议,2023-04-01,nan,个人,花生香港,
業主直租#近城大#中大#一房單位#獨立衛生間,https://www.gangpiaoquan.com/Rent/info/id/109891.html,男女皆可,唐楼,整租,新界/大围/沙田,4600.0,长租,2023-04-01,港中文,,港漂圈,电话 52260167
